,$/kWh,,,OPR_DT,OPR_HR
6962,0.03529244,,,10/17/2020,3
6963,0.03517339,,,10/17/2020,4
6964,0.03845921,,,10/17/2020,5
6965,0.03950732,,,10/17/2020,6
6966,0.04701951,,,10/17/2020,7
6967,0.03831882,,,10/17/2020,8
6968,0.02947422,,,10/17/2020,9
6969,0.02837146,,,10/17/2020,10
6970,0.02855911,,,10/17/2020,11
6971,0.02934373,,,10/17/2020,12
6972,0.03370701,,,10/17/2020,13
6973,0.03477445,,,10/17/2020,14
6974,0.03854643,,,10/17/2020,15
6975,0.04572967,,,10/17/2020,16
6976,0.06555382,,,10/17/2020,17
6977,0.20804823,,,10/17/2020,18
6978,0.20700937,,,10/17/2020,19
6979,0.08340196,,,10/17/2020,20
6980,0.05850905,,,10/17/2020,21
6981,0.04612326,,,10/17/2020,22
6982,0.03989211,,,10/17/2020,23
6983,0.03691359,,,10/17/2020,24
6984,0.03592981,,,10/18/2020,1
6985,0.03609804,,,10/18/2020,2
6986,0.03553683,,,10/18/2020,3
6987,0.03466679,,,10/18/2020,4
6988,0.03417433,,,10/18/2020,5
6989,0.03557529,,,10/18/2020,6
6990,0.03622832,,,10/18/2020,7
6991,0.03589658,,,10/18/2020,8
6992,0.0272767,,,10/18/2020,9
6993,0.02131632,,,10/18/2020,10
6994,0.02116752,,,10/18/2020,11
6995,0.0232107,,,10/18/2020,12
6996,0.02745925,,,10/18/2020,13
6997,0.03168862,,,10/18/2020,14
6998,0.03480829,,,10/18/2020,15
6999,0.03493768,,,10/18/2020,16
7000,0.04009332,,,10/18/2020,17
7001,0.0644071,,,10/18/2020,18
7002,0.08212668,,,10/18/2020,19
7003,0.05548984,,,10/18/2020,20
7004,0.04276319,,,10/18/2020,21
7005,0.0367067,,,10/18/2020,22
7006,0.03579817,,,10/18/2020,23
7007,0.03487344,,,10/18/2020,24
7008,0.03432699,,,10/19/2020,1
7009,0.03310499,,,10/19/2020,2
7010,0.03315162,,,10/19/2020,3
7011,0.03332779,,,10/19/2020,4
7012,0.03341345,,,10/19/2020,5
7013,0.0372572,,,10/19/2020,6
7014,0.04491075,,,10/19/2020,7
7015,0.04459892,,,10/19/2020,8
7016,0.0343581,,,10/19/2020,9
7017,0.03236986,,,10/19/2020,10
7018,0.03135487,,,10/19/2020,11
7019,0.03160274,,,10/19/2020,12
7020,0.03253214,,,10/19/2020,13
7021,0.03456878,,,10/19/2020,14
7022,0.03596803,,,10/19/2020,15
7023,0.03760795,,,10/19/2020,16
7024,0.04610053,,,10/19/2020,17
7025,0.09017027,,,10/19/2020,18
7026,0.08297369,,,10/19/2020,19
7027,0.05680775,,,10/19/2020,20
7028,0.0441589,,,10/19/2020,21
7029,0.04029936,,,10/19/2020,22
7030,0.03717625,,,10/19/2020,23
7031,0.03521459,,,10/19/2020,24
7032,0.03653352,,,10/20/2020,1
7033,0.0342987,,,10/20/2020,2
7034,0.0334865,,,10/20/2020,3
7035,0.03407509,,,10/20/2020,4
7036,0.03510925,,,10/20/2020,5
7037,0.04130107,,,10/20/2020,6
7038,0.04483023,,,10/20/2020,7
7039,0.0442519,,,10/20/2020,8
7040,0.03500302,,,10/20/2020,9
7041,0.03366156,,,10/20/2020,10
7042,0.03098752,,,10/20/2020,11
7043,0.03145197,,,10/20/2020,12
7044,0.03310944,,,10/20/2020,13
7045,0.03438927,,,10/20/2020,14
7046,0.03627494,,,10/20/2020,15
7047,0.03980083,,,10/20/2020,16
7048,0.04859588,,,10/20/2020,17
7049,0.09810274,,,10/20/2020,18
7050,0.0898574,,,10/20/2020,19
7051,0.05898627,,,10/20/2020,20
7052,0.04964491,,,10/20/2020,21
7053,0.04495865,,,10/20/2020,22
7054,0.04045095,,,10/20/2020,23
7055,0.03768944,,,10/20/2020,24
7056,0.03862982,,,10/21/2020,1
7057,0.03903949,,,10/21/2020,2
7058,0.03802945,,,10/21/2020,3
7059,0.03755062,,,10/21/2020,4
7060,0.03849286,,,10/21/2020,5
7061,0.04365481,,,10/21/2020,6
7062,0.05581067,,,10/21/2020,7
7063,0.05161961,,,10/21/2020,8
7064,0.03624605,,,10/21/2020,9
7065,0.03326239,,,10/21/2020,10
7066,0.03111889,,,10/21/2020,11
7067,0.03134939,,,10/21/2020,12
7068,0.03482659,,,10/21/2020,13
7069,0.03559874,,,10/21/2020,14
7070,0.03912373,,,10/21/2020,15
7071,0.0458678,,,10/21/2020,16
7072,0.05050916,,,10/21/2020,17
7073,0.08437096,,,10/21/2020,18
7074,0.09538799,,,10/21/2020,19
7075,0.06749581,,,10/21/2020,20
7076,0.05652412,,,10/21/2020,21
7077,0.04996639,,,10/21/2020,22
7078,0.04511329,,,10/21/2020,23
7079,0.04461919,,,10/21/2020,24
7080,0.03939577,,,10/22/2020,1
7081,0.03769502,,,10/22/2020,2
7082,0.03651208,,,10/22/2020,3
7083,0.03598588,,,10/22/2020,4
7084,0.0373197,,,10/22/2020,5
7085,0.04470752,,,10/22/2020,6
7086,0.05248487,,,10/22/2020,7
7087,0.05266867,,,10/22/2020,8
7088,0.03929679,,,10/22/2020,9
7089,0.03571047,,,10/22/2020,10
7090,0.03357253,,,10/22/2020,11
7091,0.03268312,,,10/22/2020,12
7092,0.03489912,,,10/22/2020,13
7093,0.0353699,,,10/22/2020,14
7094,0.03758101,,,10/22/2020,15
7095,0.03975659,,,10/22/2020,16
7096,0.04340919,,,10/22/2020,17
7097,0.06536266,,,10/22/2020,18
7098,0.07634379,,,10/22/2020,19
7099,0.05995436,,,10/22/2020,20
7100,0.05371547,,,10/22/2020,21
7101,0.04930237,,,10/22/2020,22
7102,0.04453787,,,10/22/2020,23
7103,0.04477434,,,10/22/2020,24
7104,0.03851889,,,10/23/2020,1
7105,0.0373897,,,10/23/2020,2
7106,0.03680556,,,10/23/2020,3
7107,0.03643784,,,10/23/2020,4
7108,0.03917423,,,10/23/2020,5
7109,0.04202007,,,10/23/2020,6
7110,0.04948536,,,10/23/2020,7
7111,0.04896339,,,10/23/2020,8
7112,0.04081145,,,10/23/2020,9
7113,0.03601736,,,10/23/2020,10
7114,0.0346513,,,10/23/2020,11
7115,0.03455523,,,10/23/2020,12
7116,0.03423546,,,10/23/2020,13
7117,0.03527979,,,10/23/2020,14
7118,0.03624877,,,10/23/2020,15
7119,0.03907618,,,10/23/2020,16
7120,0.04217352,,,10/23/2020,17
7121,0.05701921,,,10/23/2020,18
7122,0.06323911,,,10/23/2020,19
7123,0.05197796,,,10/23/2020,20
7124,0.04749353,,,10/23/2020,21
7125,0.04426513,,,10/23/2020,22
7126,0.0430111,,,10/23/2020,23
7127,0.04152086,,,10/23/2020,24
7128,0.03941635,,,10/24/2020,1
7129,0.03893773,,,10/24/2020,2
7130,0.03641441,,,10/24/2020,3
7131,0.03607634,,,10/24/2020,4
7132,0.03605754,,,10/24/2020,5
7133,0.03780876,,,10/24/2020,6
7134,0.04113465,,,10/24/2020,7
7135,0.04096612,,,10/24/2020,8
7136,0.03695045,,,10/24/2020,9
7137,0.03415698,,,10/24/2020,10
7138,0.03259447,,,10/24/2020,11
7139,0.03142528,,,10/24/2020,12
7140,0.03002294,,,10/24/2020,13
7141,0.02941294,,,10/24/2020,14
7142,0.02939004,,,10/24/2020,15
7143,0.03040549,,,10/24/2020,16
7144,0.0338225,,,10/24/2020,17
7145,0.04479951,,,10/24/2020,18
7146,0.05152659,,,10/24/2020,19
7147,0.04694972,,,10/24/2020,20
7148,0.04418869,,,10/24/2020,21
7149,0.04165172,,,10/24/2020,22
7150,0.03709627,,,10/24/2020,23
7151,0.03507594,,,10/24/2020,24
7152,0.03815469,,,10/25/2020,1
7153,0.03885786,,,10/25/2020,2
7154,0.03637296,,,10/25/2020,3
7155,0.03626352,,,10/25/2020,4
7156,0.03649836,,,10/25/2020,5
7157,0.03632448,,,10/25/2020,6
7158,0.03820136,,,10/25/2020,7
7159,0.03901085,,,10/25/2020,8
7160,0.03485366,,,10/25/2020,9
7161,0.03202621,,,10/25/2020,10
7162,0.03041875,,,10/25/2020,11
7163,0.02550567,,,10/25/2020,12
7164,0.02276943,,,10/25/2020,13
7165,0.01966359,,,10/25/2020,14
7166,0.0188375,,,10/25/2020,15
7167,0.02455475,,,10/25/2020,16
7168,0.03092587,,,10/25/2020,17
7169,0.04332369,,,10/25/2020,18
7170,0.05152644,,,10/25/2020,19
7171,0.04669812,,,10/25/2020,20
7172,0.04344463,,,10/25/2020,21
7173,0.04394394,,,10/25/2020,22
7174,0.03792951,,,10/25/2020,23
7175,0.03700986,,,10/25/2020,24
7176,0.03979047,,,10/26/2020,1
7177,0.03877138,,,10/26/2020,2
7178,0.03808187,,,10/26/2020,3
7179,0.03762149,,,10/26/2020,4
7180,0.03637946,,,10/26/2020,5
7181,0.03994889,,,10/26/2020,6
7182,0.04803377,,,10/26/2020,7
7183,0.05722431,,,10/26/2020,8
7184,0.04269512,,,10/26/2020,9
7185,0.03541638,,,10/26/2020,10
7186,0.03539202,,,10/26/2020,11
7187,0.03392815,,,10/26/2020,12
7188,0.03464243,,,10/26/2020,13
7189,0.03568337,,,10/26/2020,14
7190,0.03463094,,,10/26/2020,15
7191,0.03727795,,,10/26/2020,16
7192,0.03832345,,,10/26/2020,17
7193,0.05153135,,,10/26/2020,18
7194,0.06323306,,,10/26/2020,19
7195,0.05399323,,,10/26/2020,20
7196,0.05082164,,,10/26/2020,21
7197,0.04964986,,,10/26/2020,22
7198,0.04252595,,,10/26/2020,23
7199,0.03839676,,,10/26/2020,24
7200,0.03946535,,,10/27/2020,1
7201,0.03842382,,,10/27/2020,2
7202,0.03790298,,,10/27/2020,3
7203,0.03699049,,,10/27/2020,4
7204,0.03880713,,,10/27/2020,5
7205,0.04433316,,,10/27/2020,6
7206,0.05365396,,,10/27/2020,7
7207,0.05562395,,,10/27/2020,8
7208,0.04427897,,,10/27/2020,9
7209,0.03732108,,,10/27/2020,10
7210,0.03433401,,,10/27/2020,11
7211,0.03332793,,,10/27/2020,12
7212,0.03447204,,,10/27/2020,13
7213,0.03507588,,,10/27/2020,14
7214,0.03663607,,,10/27/2020,15
7215,0.03968528,,,10/27/2020,16
7216,0.04218598,,,10/27/2020,17
7217,0.06209623,,,10/27/2020,18
7218,0.0767814,,,10/27/2020,19
7219,0.06285082,,,10/27/2020,20
7220,0.05656342,,,10/27/2020,21
7221,0.05280777,,,10/27/2020,22
7222,0.04462776,,,10/27/2020,23
7223,0.04504145,,,10/27/2020,24
7224,0.04280498,,,10/28/2020,1
7225,0.04104219,,,10/28/2020,2
7226,0.03786,,,10/28/2020,3
7227,0.03748,,,10/28/2020,4
7228,0.03825112,,,10/28/2020,5
7229,0.0429145,,,10/28/2020,6
7230,0.05192889,,,10/28/2020,7
7231,0.05586395,,,10/28/2020,8
7232,0.04369737,,,10/28/2020,9
7233,0.03733642,,,10/28/2020,10
7234,0.03353165,,,10/28/2020,11
7235,0.03325937,,,10/28/2020,12
7236,0.0313681,,,10/28/2020,13
7237,0.03340498,,,10/28/2020,14
7238,0.0337265,,,10/28/2020,15
7239,0.03699371,,,10/28/2020,16
7240,0.03982579,,,10/28/2020,17
7241,0.0570967,,,10/28/2020,18
7242,0.07238723,,,10/28/2020,19
7243,0.05836832,,,10/28/2020,20
7244,0.0534773,,,10/28/2020,21
7245,0.04912826,,,10/28/2020,22
7246,0.04463722,,,10/28/2020,23
7247,0.04285765,,,10/28/2020,24
7248,0.03465,,,10/29/2020,1
7249,0.03403303,,,10/29/2020,2
7250,0.03379806,,,10/29/2020,3
7251,0.03376511,,,10/29/2020,4
7252,0.03536801,,,10/29/2020,5
7253,0.04053837,,,10/29/2020,6
7254,0.04814427,,,10/29/2020,7
7255,0.05052846,,,10/29/2020,8
7256,0.03968508,,,10/29/2020,9
7257,0.03332316,,,10/29/2020,10
7258,0.03246299,,,10/29/2020,11
7259,0.03036969,,,10/29/2020,12
7260,0.03025991,,,10/29/2020,13
7261,0.03266763,,,10/29/2020,14
7262,0.03328529,,,10/29/2020,15
7263,0.03680213,,,10/29/2020,16
7264,0.04062317,,,10/29/2020,17
7265,0.05347554,,,10/29/2020,18
7266,0.06288099,,,10/29/2020,19
7267,0.05244322,,,10/29/2020,20
7268,0.04892516,,,10/29/2020,21
7269,0.04620825,,,10/29/2020,22
7270,0.04139218,,,10/29/2020,23
7271,0.03911956,,,10/29/2020,24
7272,0.03664022,,,10/30/2020,1
7273,0.03603698,,,10/30/2020,2
7274,0.03354766,,,10/30/2020,3
7275,0.03349316,,,10/30/2020,4
7276,0.03542691,,,10/30/2020,5
7277,0.04028847,,,10/30/2020,6
7278,0.04505919,,,10/30/2020,7
7279,0.04597579,,,10/30/2020,8
7280,0.03789345,,,10/30/2020,9
7281,0.03325527,,,10/30/2020,10
7282,0.03060712,,,10/30/2020,11
7283,0.03021312,,,10/30/2020,12
7284,0.0301294,,,10/30/2020,13
7285,0.0305178,,,10/30/2020,14
7286,0.03155491,,,10/30/2020,15
7287,0.03430514,,,10/30/2020,16
7288,0.03943678,,,10/30/2020,17
7289,0.05253974,,,10/30/2020,18
7290,0.06225964,,,10/30/2020,19
7291,0.04992353,,,10/30/2020,20
7292,0.04489051,,,10/30/2020,21
7293,0.04335624,,,10/30/2020,22
7294,0.03893539,,,10/30/2020,23
7295,0.03697767,,,10/30/2020,24
7296,0.03526127,,,10/31/2020,1
7297,0.03590918,,,10/31/2020,2
7298,0.03409964,,,10/31/2020,3
7299,0.03355499,,,10/31/2020,4
7300,0.03385468,,,10/31/2020,5
7301,0.03540771,,,10/31/2020,6
7302,0.0385235,,,10/31/2020,7
7303,0.03880666,,,10/31/2020,8
7304,0.03584015,,,10/31/2020,9
7305,0.03105086,,,10/31/2020,10
7306,0.0287745,,,10/31/2020,11
7307,0.02852926,,,10/31/2020,12
7308,0.02775558,,,10/31/2020,13
7309,0.03092164,,,10/31/2020,14
7310,0.03102551,,,10/31/2020,15
7311,0.03490917,,,10/31/2020,16
7312,0.03821381,,,10/31/2020,17
7313,0.05222639,,,10/31/2020,18
7314,0.05683628,,,10/31/2020,19
7315,0.04895727,,,10/31/2020,20
7316,0.04582463,,,10/31/2020,21
7317,0.04532529,,,10/31/2020,22
7318,0.03898136,,,10/31/2020,23
7319,0.03820151,,,10/31/2020,24
7320,0.04132842,,,11/1/2020,1
7321,0.03974795,,,11/1/2020,2
7322,0.03781603,,,11/1/2020,3
7323,0.03714952,,,11/1/2020,4
7324,0.03780996,,,11/1/2020,5
7325,0.03867658,,,11/1/2020,6
7326,0.03775719,,,11/1/2020,7
7327,0.03462077,,,11/1/2020,8
7328,0.02972144,,,11/1/2020,9
7329,0.0287956,,,11/1/2020,10
7330,0.02900383,,,11/1/2020,11
7331,0.02963371,,,11/1/2020,12
7332,0.03039327,,,11/1/2020,13
7333,0.03298008,,,11/1/2020,14
7334,0.03695361,,,11/1/2020,15
7335,0.04042688,,,11/1/2020,16
7336,0.06431739,,,11/1/2020,17
7337,0.06601886,,,11/1/2020,18
7338,0.06250773,,,11/1/2020,19
7339,0.05327036,,,11/1/2020,20
7340,0.04809145,,,11/1/2020,21
7341,0.04606419,,,11/1/2020,22
7342,0.03917792,,,11/1/2020,23
7343,0.04133,,,11/1/2020,24
7344,0.03700666,,,11/2/2020,1
7345,0.03642366,,,11/2/2020,2
7346,0.03504209,,,11/2/2020,3
7347,0.03512975,,,11/2/2020,4
7348,0.03690178,,,11/2/2020,5
7349,0.0397875,,,11/2/2020,6
7350,0.04648893,,,11/2/2020,7
7351,0.03620835,,,11/2/2020,8
7352,0.03228251,,,11/2/2020,9
7353,0.03277178,,,11/2/2020,10
7354,0.03296883,,,11/2/2020,11
7355,0.0334222,,,11/2/2020,12
7356,0.03412413,,,11/2/2020,13
7357,0.03881378,,,11/2/2020,14
7358,0.044388,,,11/2/2020,15
7359,0.05278095,,,11/2/2020,16
7360,0.09101005,,,11/2/2020,17
7361,0.10721828,,,11/2/2020,18
7362,0.06503021,,,11/2/2020,19
7363,0.05806336,,,11/2/2020,20
7364,0.05050848,,,11/2/2020,21
7365,0.04827661,,,11/2/2020,22
7366,0.04167882,,,11/2/2020,23
7367,0.04214102,,,11/2/2020,24
7368,0.04261186,,,11/3/2020,1
7369,0.03927689,,,11/3/2020,2
7370,0.0397104,,,11/3/2020,3
7371,0.03958635,,,11/3/2020,4
7372,0.04112179,,,11/3/2020,5
7373,0.04694916,,,11/3/2020,6
7374,0.05967564,,,11/3/2020,7
7375,0.0413183,,,11/3/2020,8
7376,0.03383514,,,11/3/2020,9
7377,0.03436856,,,11/3/2020,10
7378,0.03479497,,,11/3/2020,11
7379,0.03594052,,,11/3/2020,12
7380,0.03695046,,,11/3/2020,13
7381,0.04020065,,,11/3/2020,14
7382,0.04301337,,,11/3/2020,15
7383,0.05107494,,,11/3/2020,16
7384,0.07928517,,,11/3/2020,17
7385,0.07967571,,,11/3/2020,18
7386,0.06353908,,,11/3/2020,19
7387,0.05410474,,,11/3/2020,20
7388,0.04669323,,,11/3/2020,21
7389,0.04716039,,,11/3/2020,22
7390,0.0491383,,,11/3/2020,23
7391,0.0395037,,,11/3/2020,24
7392,0.03728165,,,11/4/2020,1
7393,0.03845188,,,11/4/2020,2
7394,0.03747386,,,11/4/2020,3
7395,0.03830681,,,11/4/2020,4
7396,0.04221346,,,11/4/2020,5
7397,0.04853236,,,11/4/2020,6
7398,0.06196884,,,11/4/2020,7
7399,0.04325412,,,11/4/2020,8
7400,0.0347166,,,11/4/2020,9
7401,0.03556684,,,11/4/2020,10
7402,0.03633757,,,11/4/2020,11
7403,0.0381949,,,11/4/2020,12
7404,0.0400454,,,11/4/2020,13
7405,0.04235651,,,11/4/2020,14
7406,0.04839029,,,11/4/2020,15
7407,0.05798581,,,11/4/2020,16
7408,0.09056459,,,11/4/2020,17
7409,0.12123931,,,11/4/2020,18
7410,0.07882853,,,11/4/2020,19
7411,0.06691132,,,11/4/2020,20
7412,0.05809682,,,11/4/2020,21
7413,0.05511597,,,11/4/2020,22
7414,0.04756968,,,11/4/2020,23
7415,0.0464407,,,11/4/2020,24
7416,0.04249133,,,11/5/2020,1
7417,0.03998275,,,11/5/2020,2
7418,0.03773491,,,11/5/2020,3
7419,0.0386274,,,11/5/2020,4
7420,0.04134054,,,11/5/2020,5
7421,0.04695228,,,11/5/2020,6
7422,0.0598436,,,11/5/2020,7
7423,0.04061136,,,11/5/2020,8
7424,0.03079436,,,11/5/2020,9
7425,0.03416459,,,11/5/2020,10
7426,0.03567378,,,11/5/2020,11
7427,0.03733755,,,11/5/2020,12
7428,0.0444632,,,11/5/2020,13
7429,0.04968905,,,11/5/2020,14
7430,0.04980675,,,11/5/2020,15
7431,0.06091337,,,11/5/2020,16
7432,0.08271369,,,11/5/2020,17
7433,0.13770332,,,11/5/2020,18
7434,0.07545863,,,11/5/2020,19
7435,0.06696607,,,11/5/2020,20
7436,0.05872157,,,11/5/2020,21
7437,0.05114035,,,11/5/2020,22
7438,0.04699968,,,11/5/2020,23
7439,0.04315931,,,11/5/2020,24
7440,0.03997557,,,11/6/2020,1
7441,0.0368383,,,11/6/2020,2
7442,0.03620245,,,11/6/2020,3
7443,0.0354017,,,11/6/2020,4
7444,0.03643192,,,11/6/2020,5
7445,0.04279638,,,11/6/2020,6
7446,0.04910769,,,11/6/2020,7
7447,0.0377334,,,11/6/2020,8
7448,0.03588678,,,11/6/2020,9
7449,0.03358161,,,11/6/2020,10
7450,0.03347458,,,11/6/2020,11
7451,0.03065365,,,11/6/2020,12
7452,0.03211632,,,11/6/2020,13
7453,0.03335198,,,11/6/2020,14
7454,0.03537771,,,11/6/2020,15
7455,0.04183111,,,11/6/2020,16
7456,0.05545651,,,11/6/2020,17
7457,0.06876861,,,11/6/2020,18
7458,0.05475625,,,11/6/2020,19
7459,0.04674408,,,11/6/2020,20
7460,0.04309482,,,11/6/2020,21
7461,0.03969344,,,11/6/2020,22
7462,0.03804984,,,11/6/2020,23
7463,0.03627437,,,11/6/2020,24
7464,0.03643335,,,11/7/2020,1
7465,0.035,,,11/7/2020,2
7466,0.03407885,,,11/7/2020,3
7467,0.03356344,,,11/7/2020,4
7468,0.03539282,,,11/7/2020,5
7469,0.03763344,,,11/7/2020,6
7470,0.0405388,,,11/7/2020,7
7471,0.03482452,,,11/7/2020,8
7472,0.03584929,,,11/7/2020,9
7473,0.03579726,,,11/7/2020,10
7474,0.03384049,,,11/7/2020,11
7475,0.03149591,,,11/7/2020,12
7476,0.02945513,,,11/7/2020,13
7477,0.0292533,,,11/7/2020,14
7478,0.02899073,,,11/7/2020,15
7479,0.03453055,,,11/7/2020,16
7480,0.04760491,,,11/7/2020,17
7481,0.06252527,,,11/7/2020,18
7482,0.05060214,,,11/7/2020,19
7483,0.0436966,,,11/7/2020,20
7484,0.04157887,,,11/7/2020,21
7485,0.04131612,,,11/7/2020,22
7486,0.0374034,,,11/7/2020,23
7487,0.03411258,,,11/7/2020,24
7488,0.03159058,,,11/8/2020,1
7489,0.03177112,,,11/8/2020,2
7490,0.03220561,,,11/8/2020,3
7491,0.03191836,,,11/8/2020,4
7492,0.03158239,,,11/8/2020,5
7493,0.0356759,,,11/8/2020,6
7494,0.03525547,,,11/8/2020,7
7495,0.02759932,,,11/8/2020,8
7496,0.02503627,,,11/8/2020,9
7497,0.02321972,,,11/8/2020,10
7498,0.02364478,,,11/8/2020,11
7499,0.02206699,,,11/8/2020,12
7500,0.01879993,,,11/8/2020,13
7501,0.02201032,,,11/8/2020,14
7502,0.02661468,,,11/8/2020,15
7503,0.03454651,,,11/8/2020,16
7504,0.04373361,,,11/8/2020,17
7505,0.0688881,,,11/8/2020,18
7506,0.04770746,,,11/8/2020,19
7507,0.04307692,,,11/8/2020,20
7508,0.03847706,,,11/8/2020,21
7509,0.03698128,,,11/8/2020,22
7510,0.03491892,,,11/8/2020,23
7511,0.03320804,,,11/8/2020,24
7512,0.03143256,,,11/9/2020,1
7513,0.03137549,,,11/9/2020,2
7514,0.03128168,,,11/9/2020,3
7515,0.03210954,,,11/9/2020,4
7516,0.03334204,,,11/9/2020,5
7517,0.04152624,,,11/9/2020,6
7518,0.05843636,,,11/9/2020,7
7519,0.04245676,,,11/9/2020,8
7520,0.03568301,,,11/9/2020,9
7521,0.0328837,,,11/9/2020,10
7522,0.0317045,,,11/9/2020,11
7523,0.02978915,,,11/9/2020,12
7524,0.02821779,,,11/9/2020,13
7525,0.0277299,,,11/9/2020,14
7526,0.03200947,,,11/9/2020,15
7527,0.03940069,,,11/9/2020,16
7528,0.04797582,,,11/9/2020,17
7529,0.0760264,,,11/9/2020,18
7530,0.06471123,,,11/9/2020,19
7531,0.05678225,,,11/9/2020,20
7532,0.0538464,,,11/9/2020,21
7533,0.04796123,,,11/9/2020,22
7534,0.04307653,,,11/9/2020,23
7535,0.03981086,,,11/9/2020,24
7536,0.0368281,,,11/10/2020,1
7537,0.03621298,,,11/10/2020,2
7538,0.03567561,,,11/10/2020,3
7539,0.03617621,,,11/10/2020,4
7540,0.03960334,,,11/10/2020,5
7541,0.04696181,,,11/10/2020,6
7542,0.06391793,,,11/10/2020,7
7543,0.0446147,,,11/10/2020,8
7544,0.03454121,,,11/10/2020,9
7545,0.03239137,,,11/10/2020,10
7546,0.03007299,,,11/10/2020,11
7547,0.02686702,,,11/10/2020,12
7548,0.02730973,,,11/10/2020,13
7549,0.02716483,,,11/10/2020,14
7550,0.0297954,,,11/10/2020,15
7551,0.03911763,,,11/10/2020,16
7552,0.051367,,,11/10/2020,17
7553,0.07814596,,,11/10/2020,18
7554,0.06258876,,,11/10/2020,19
7555,0.055691,,,11/10/2020,20
7556,0.05162091,,,11/10/2020,21
7557,0.04497582,,,11/10/2020,22
7558,0.04266314,,,11/10/2020,23
7559,0.04032893,,,11/10/2020,24
7560,0.03687351,,,11/11/2020,1
7561,0.03431377,,,11/11/2020,2
7562,0.03407008,,,11/11/2020,3
7563,0.03439093,,,11/11/2020,4
7564,0.03590115,,,11/11/2020,5
7565,0.0459352,,,11/11/2020,6
7566,0.05774146,,,11/11/2020,7
7567,0.0406261,,,11/11/2020,8
7568,0.03338078,,,11/11/2020,9
7569,0.03169039,,,11/11/2020,10
7570,0.03112802,,,11/11/2020,11
7571,0.03002262,,,11/11/2020,12
7572,0.02904814,,,11/11/2020,13
7573,0.02980056,,,11/11/2020,14
7574,0.03135906,,,11/11/2020,15
7575,0.04198847,,,11/11/2020,16
7576,0.05445567,,,11/11/2020,17
7577,0.07420357,,,11/11/2020,18
7578,0.0588294,,,11/11/2020,19
7579,0.05221986,,,11/11/2020,20
7580,0.04772515,,,11/11/2020,21
7581,0.04332578,,,11/11/2020,22
7582,0.04126817,,,11/11/2020,23
7583,0.03799429,,,11/11/2020,24
7584,0.03500793,,,11/12/2020,1
7585,0.03393042,,,11/12/2020,2
7586,0.03414437,,,11/12/2020,3
7587,0.03472375,,,11/12/2020,4
7588,0.03631758,,,11/12/2020,5
7589,0.04501273,,,11/12/2020,6
7590,0.05922233,,,11/12/2020,7
7591,0.04371116,,,11/12/2020,8
7592,0.03454118,,,11/12/2020,9
7593,0.03290064,,,11/12/2020,10
7594,0.03154103,,,11/12/2020,11
7595,0.03058055,,,11/12/2020,12
7596,0.02927419,,,11/12/2020,13
7597,0.03019119,,,11/12/2020,14
7598,0.03296056,,,11/12/2020,15
7599,0.04032768,,,11/12/2020,16
7600,0.05827213,,,11/12/2020,17
7601,0.0772004,,,11/12/2020,18
7602,0.0584916,,,11/12/2020,19
7603,0.05212276,,,11/12/2020,20
7604,0.0450277,,,11/12/2020,21
7605,0.04105816,,,11/12/2020,22
7606,0.03962804,,,11/12/2020,23
7607,0.03844485,,,11/12/2020,24
7608,0.03329419,,,11/13/2020,1
7609,0.03297519,,,11/13/2020,2
7610,0.03255639,,,11/13/2020,3
7611,0.03298604,,,11/13/2020,4
7612,0.03382347,,,11/13/2020,5
7613,0.04194157,,,11/13/2020,6
7614,0.05658964,,,11/13/2020,7
7615,0.03862491,,,11/13/2020,8
7616,0.031693,,,11/13/2020,9
7617,0.03043804,,,11/13/2020,10
7618,0.0284613,,,11/13/2020,11
7619,0.02732763,,,11/13/2020,12
7620,0.02485054,,,11/13/2020,13
7621,0.02478553,,,11/13/2020,14
7622,0.02749039,,,11/13/2020,15
7623,0.03808415,,,11/13/2020,16
7624,0.05294501,,,11/13/2020,17
7625,0.07514185,,,11/13/2020,18
7626,0.05529922,,,11/13/2020,19
7627,0.05110789,,,11/13/2020,20
7628,0.04248892,,,11/13/2020,21
7629,0.03849198,,,11/13/2020,22
7630,0.03495009,,,11/13/2020,23
7631,0.03358772,,,11/13/2020,24
7632,0.03309593,,,11/14/2020,1
7633,0.0332269,,,11/14/2020,2
7634,0.03553503,,,11/14/2020,3
7635,0.03305388,,,11/14/2020,4
7636,0.03410787,,,11/14/2020,5
7637,0.04200843,,,11/14/2020,6
7638,0.04566502,,,11/14/2020,7
7639,0.0374951,,,11/14/2020,8
7640,0.03249717,,,11/14/2020,9
7641,0.02827447,,,11/14/2020,10
7642,0.02845746,,,11/14/2020,11
7643,0.02852134,,,11/14/2020,12
7644,0.0283589,,,11/14/2020,13
7645,0.02333406,,,11/14/2020,14
7646,0.02644395,,,11/14/2020,15
7647,0.03963226,,,11/14/2020,16
7648,0.04738868,,,11/14/2020,17
7649,0.06285084,,,11/14/2020,18
7650,0.04658638,,,11/14/2020,19
7651,0.04233489,,,11/14/2020,20
7652,0.04014509,,,11/14/2020,21
7653,0.03838379,,,11/14/2020,22
7654,0.03783421,,,11/14/2020,23
7655,0.03641172,,,11/14/2020,24
7656,0.03476234,,,11/15/2020,1
7657,0.03459159,,,11/15/2020,2
7658,0.03447333,,,11/15/2020,3
7659,0.03480378,,,11/15/2020,4
7660,0.03600269,,,11/15/2020,5
