Hour,$/kWh
3631,0.04047
3632,0.00616
3633,0.00028
3634,0.00028
3635,0.00029
3636,0.00029
3637,0.0003
3638,0.00244
3639,0.01203
3640,0.02758
3641,0.04512
3642,0.05107
3643,0.05566
3644,0.05567
3645,0.05567
3646,0.05567
3647,0.05491
3648,0.05307
3649,0.04997
3650,0.04778
3651,0.04961
3652,0.05119
3653,0.05107
3654,0.05105
3655,0.05063
3656,0.03116
3657,0.00029
3658,0.00028
3659,0.00028
3660,0.00028
3661,0.00028
3662,0.00029
3663,0.00029
3664,0.00166
3665,0.03102
3666,0.05093
3667,0.05367
3668,0.05567
3669,0.0548
3670,0.05547
3671,0.05296
3672,0.05107
3673,0.04697
3674,0.04269
3675,0.04711
3676,0.0428
3677,0.04519
3678,0.0445
3679,0.04787
3680,0.03112
3681,0.0119
3682,0.02554
3683,0.01829
3684,0.02193
3685,0.02203
3686,0.03005
3687,0.03575
3688,0.03738
3689,0.04914
3690,0.04987
3691,0.05126
3692,0.05385
3693,0.05108
3694,0.0507
3695,0.04849
3696,0.04736
3697,0.04053
3698,0.04645
3699,0.04723
3700,0.04546
3701,0.04563
3702,0.04825
3703,0.04927
3704,0.03814
3705,0.04534
3706,0.04802
3707,0.04718
3708,0.04693
3709,0.04857
3710,0.04995
3711,0.05021
3712,0.05312
3713,0.05585
3714,0.05847
3715,0.05851
3716,0.06282
3717,0.06268
3718,0.06221
3719,0.05972
3720,0.05496
3721,0.04697
3722,0.04954
3723,0.04963
3724,0.04828
3725,0.04828
3726,0.04963
3727,0.05314
3728,0.04852
3729,0.04405
3730,0.04374
3731,0.04161
3732,0.03909
3733,0.0391
3734,0.04164
3735,0.04705
3736,0.0495
3737,0.05127
3738,0.05799
3739,0.05897
3740,0.06118
3741,0.06094
3742,0.06061
3743,0.05917
3744,0.05358
3745,0.0466
3746,0.05406
3747,0.05737
3748,0.05107
3749,0.05058
3750,0.05093
3751,0.05159
3752,0.04156
3753,0.03894
3754,0.0311
3755,0.03065
3756,0.02341
3757,0.02341
3758,0.02342
3759,0.03891
3760,0.05016
3761,0.05589
3762,0.06013
3763,0.06247
3764,0.06794
3765,0.0656
3766,0.06354
3767,0.06013
3768,0.05631
3769,0.04872
3770,0.04697
3771,0.06059
3772,0.05711
3773,0.051
3774,0.0512
3775,0.05252
3776,0.05062
3777,0.04908
3778,0.04703
3779,0.04445
3780,0.03741
3781,0.02934
3782,0.02538
3783,0.04489
3784,0.05013
3785,0.05229
3786,0.05749
3787,0.06147
3788,0.06394
3789,0.06149
3790,0.06149
3791,0.05985
3792,0.05296
3793,0.04711
3794,0.04908
3795,0.05495
3796,0.05495
3797,0.05646
3798,0.05547
3799,0.05354
3800,0.03812
3801,0.02492
3802,0.00029
3803,0.00028
3804,0.00028
3805,0.00028
3806,0.00028
3807,0.00029
3808,0.01242
3809,0.04905
3810,0.05207
3811,0.06086
3812,0.06282
3813,0.06205
3814,0.06084
3815,0.05729
3816,0.05107
3817,0.04895
3818,0.05107
3819,0.04958
3820,0.0509
3821,0.05107
3822,0.04908
3823,0.04156
3824,0.03102
3825,0.01743
3826,0.00028
3827,0.00028
3828,0.00028
3829,0.00028
3830,0.00028
3831,0.00028
3832,0.00035
3833,0.02134
3834,0.05053
3835,0.05513
3836,0.05974
3837,0.05436
3838,0.0538
3839,0.05161
3840,0.05104
3841,0.04895
3842,0.04633
3843,0.04524
3844,0.04026
3845,0.038
3846,0.05058
3847,0.04914
3848,0.03801
3849,0.02129
3850,0.00029
3851,0.00029
3852,0.00029
3853,0.0017
3854,0.01217
3855,0.02572
3856,0.03813
3857,0.05063
3858,0.05165
3859,0.05682
3860,0.05889
3861,0.05352
3862,0.05287
3863,0.04921
3864,0.04511
3865,0.03942
3866,0.038
3867,0.038
3868,0.038
3869,0.038
3870,0.03872
3871,0.038
3872,0.038
3873,0.03098
3874,0.0003
3875,0.00029
3876,0.00028
3877,0.00029
3878,0.00031
3879,0.01242
3880,0.02642
3881,0.04473
3882,0.05229
3883,0.05574
3884,0.05984
3885,0.05358
3886,0.05287
3887,0.05106
3888,0.0495
3889,0.04682
3890,0.04568
3891,0.04067
3892,0.038
3893,0.038
3894,0.038
3895,0.04463
3896,0.03098
3897,0.00575
3898,0.00029
3899,0.00029
3900,0.00029
3901,0.0003
3902,0.00166
3903,0.02334
3904,0.03074
3905,0.05053
3906,0.05185
3907,0.05775
3908,0.06268
3909,0.06105
3910,0.06132
3911,0.05554
3912,0.04935
3913,0.04682
3914,0.0466
3915,0.05323
3916,0.05206
3917,0.05058
3918,0.05063
3919,0.05119
3920,0.05062
3921,0.04805
3922,0.01655
3923,0.00705
3924,0.00639
3925,0.00845
3926,0.01608
3927,0.03493
3928,0.04882
3929,0.05514
3930,0.05629
3931,0.05983
3932,0.06291
3933,0.06059
3934,0.06183
3935,0.05489
3936,0.05254
3937,0.04765
3938,0.0538
3939,0.05001
3940,0.05121
3941,0.05063
3942,0.05115
3943,0.05122
3944,0.04786
3945,0.04413
3946,0.02388
3947,0.01596
3948,0.01203
3949,0.01672
3950,0.03205
3951,0.04113
3952,0.0477
3953,0.05339
3954,0.05706
3955,0.05943
3956,0.06578
3957,0.06357
3958,0.06357
3959,0.05602
3960,0.05406
3961,0.04885
3962,0.05287
3963,0.05655
3964,0.05566
3965,0.05303
3966,0.0561
3967,0.05354
3968,0.04534
3969,0.03718
3970,0.00507
3971,0.00037
3972,0.00428
3973,0.01242
3974,0.01622
3975,0.02663
3976,0.03407
3977,0.04981
3978,0.05696
3979,0.06342
3980,0.06405
3981,0.06055
3982,0.06059
3983,0.05358
3984,0.05358
3985,0.04893
3986,0.04825
3987,0.05292
3988,0.04899
3989,0.04958
3990,0.05742
3991,0.05404
3992,0.03942
3993,0.03111
3994,0.00031
3995,0.00028
3996,0.00029
3997,0.00031
3998,0.0039
3999,0.01344
4000,0.02705
4001,0.05107
4002,0.0587
4003,0.06317
4004,0.06405
4005,0.05939
4006,0.05547
4007,0.05406
4008,0.0549
4009,0.04847
4010,0.04714
4011,0.05352
4012,0.0515
4013,0.05107
4014,0.0518
4015,0.05148
4016,0.03111
4017,0.03102
4018,0.0198
4019,0.00298
4020,0.00033
4021,0.0005
4022,0.00393
4023,0.0135
4024,0.02534
4025,0.04515
4026,0.05308
4027,0.06132
4028,0.06296
4029,0.06268
4030,0.06268
4031,0.06059
4032,0.05547
4033,0.04671
4034,0.04526
4035,0.04821
4036,0.04269
4037,0.04031
4038,0.04305
4039,0.04321
4040,0.03109
4041,0.00029
4042,0.00028
4043,0.00028
4044,0.00028
4045,0.00028
4046,0.00029
4047,0.00265
4048,0.03432
4049,0.04805
4050,0.05489
4051,0.05757
4052,0.06059
4053,0.05236
4054,0.04961
4055,0.04825
4056,0.04649
4057,0.04374
4058,0.04269
4059,0.04725
4060,0.04474
4061,0.03803
4062,0.04681
4063,0.03997
4064,0.03098
4065,0.00035
4066,0.00028
4067,0.00028
4068,0.00028
4069,0.00028
4070,0.00028
4071,0.00032
4072,0.00988
4073,0.03112
4074,0.0507
4075,0.05236
4076,0.05107
4077,0.05056
4078,0.0495
4079,0.04831
4080,0.04583
4081,0.04269
4082,0.041
4083,0.04156
4084,0.04041
4085,0.03997
4086,0.0478
4087,0.04421
4088,0.03619
4089,0.00031
4090,0.00028
4091,0.00028
4092,0.00028
4093,0.00029
4094,0.00032
4095,0.01798
4096,0.04212
4097,0.04861
4098,0.05528
4099,0.05629
4100,0.05917
4101,0.05726
4102,0.05547
4103,0.05193
4104,0.04961
4105,0.04653
4106,0.04701
4107,0.04778
4108,0.04156
4109,0.04156
4110,0.04219
4111,0.05053
4112,0.04156
4113,0.03469
4114,0.00827
4115,0.01605
4116,0.01736
4117,0.01223
4118,0.02976
4119,0.04056
4120,0.04784
4121,0.05216
4122,0.05501
4123,0.05757
4124,0.06059
4125,0.05726
4126,0.0542
4127,0.05352
4128,0.04958
4129,0.04705
4130,0.04908
4131,0.0537
4132,0.05354
4133,0.05054
4134,0.05122
4135,0.05106
4136,0.04084
4137,0.03112
4138,0.0081
4139,0.00029
4140,0.0003
4141,0.00031
4142,0.02134
4143,0.04339
4144,0.0478
4145,0.05053
4146,0.0512
4147,0.05917
4148,0.06059
4149,0.05649
4150,0.05356
4151,0.0542
4152,0.05107
4153,0.04819
4154,0.04828
4155,0.04926
4156,0.05417
4157,0.05091
4158,0.05056
4159,0.05107
4160,0.04031
4161,0.03571
4162,0.01596
4163,0.00323
4164,0.00326
4165,0.00511
4166,0.01588
4167,0.03531
4168,0.04041
4169,0.04888
4170,0.05119
4171,0.05917
4172,0.05917
4173,0.0542
4174,0.05389
4175,0.05236
4176,0.05059
4177,0.0463
4178,0.0453
4179,0.04511
4180,0.04775
4181,0.04775
4182,0.05062
4183,0.05086
4184,0.04505
4185,0.03975
4186,0.03076
4187,0.03208
4188,0.04213
4189,0.04378
4190,0.04217
4191,0.04533
4192,0.0481
4193,0.05122
4194,0.05565
4195,0.05713
4196,0.05757
4197,0.05701
4198,0.05547
4199,0.05287
4200,0.05062
4201,0.04711
4202,0.04714
4203,0.04802
4204,0.04723
4205,0.04707
4206,0.04477
4207,0.05107
4208,0.04156
4209,0.03718
4210,0.02969
4211,0.02972
4212,0.04373
4213,0.04356
4214,0.04444
4215,0.0495
4216,0.05136
4217,0.05323
4218,0.05878
4219,0.05917
4220,0.06045
4221,0.05853
4222,0.05917
4223,0.05229
4224,0.05287
4225,0.04871
4226,0.04828
4227,0.0501
4228,0.05165
4229,0.05056
4230,0.0512
4231,0.0512
4232,0.04328
4233,0.03268
4234,0.02927
4235,0.02238
4236,0.02665
4237,0.02998
4238,0.03042
4239,0.03788
4240,0.05096
4241,0.05484
4242,0.0577
4243,0.05917
4244,0.06132
4245,0.05917
4246,0.05356
4247,0.05203
4248,0.05115
4249,0.04778
4250,0.0504
4251,0.05107
4252,0.04836
4253,0.04421
4254,0.04356
4255,0.04356
4256,0.03718
4257,0.03112
4258,0.00825
4259,0.0039
4260,0.01242
4261,0.01727
4262,0.02686
4263,0.03592
4264,0.04138
4265,0.05173
4266,0.05546
4267,0.05776
4268,0.05472
4269,0.05349
4270,0.05177
4271,0.05107
4272,0.04846
4273,0.04781
4274,0.04821
4275,0.04832
4276,0.04528
4277,0.0435
4278,0.04235
4279,0.04408
4280,0.03718
4281,0.03112
4282,0.01248
4283,0.00615
4284,0.01248
4285,0.02665
4286,0.03324
4287,0.03688
4288,0.04122
4289,0.05305
4290,0.05602
4291,0.06066
4292,0.06088
4293,0.06028
4294,0.05845
4295,0.05352
4296,0.04965
4297,0.04861
4298,0.04832
4299,0.04885
4300,0.04707
4301,0.04578
4302,0.04481
4303,0.04374
4304,0.03102
4305,0.00326
4306,0.00028
4307,0.00029
4308,0.00031
4309,0.0041
4310,0.02598
4311,0.02974
4312,0.03515
4313,0.04764
4314,0.05334
4315,0.0587
4316,0.06162
4317,0.06112
4318,0.06061
4319,0.05369
4320,0.05297
4321,0.05185
4322,0.05185
4323,0.05236
4324,0.04969
4325,0.04575
4326,0.045
4327,0.04368
4328,0.03098
4329,0.00035
4330,0.00029
4331,0.00029
4332,0.00029
4333,0.0017
4334,0.01242
4335,0.02334
4336,0.03261
4337,0.04531
4338,0.05205
4339,0.05794
4340,0.05721
4341,0.05354
4342,0.05314
4343,0.05118
4344,0.05107
4345,0.04911
4346,0.04865
4347,0.04557
4348,0.04356
4349,0.04108
4350,0.04102
4351,0.04048
4352,0.03113
4353,0.03112
4354,0.03778
4355,0.03173
4356,0.03477
4357,0.04011
4358,0.04208
4359,0.05155
4360,0.05497
4361,0.05649
4362,0.05804
4363,0.06046
4364,0.06943
4365,0.06894
4366,0.06864
4367,0.06654
4368,0.06447
4369,0.05909
4370,0.06589
4371,0.0629
4372,0.05875
4373,0.05309
4374,0.05227
4375,0.05438
4376,0.04609
4377,0.04539
4378,0.04534
4379,0.0443
4380,0.03897
4381,0.03901
4382,0.03916
4383,0.04089
4384,0.05447
4385,0.06454
4386,0.0657
4387,0.06616
4388,0.06852
4389,0.06832
4390,0.0678
4391,0.06474
4392,0.05561
4393,0.04797
4394,0.05317
4395,0.05561
4396,0.05029
4397,0.0464
4398,0.04635
4399,0.04726
4400,0.038
4401,0.03098
4402,0.0084
4403,0.00615
4404,0.0065
4405,0.01341
4406,0.02331
4407,0.02511
4408,0.04307
4409,0.05176
4410,0.05612
4411,0.05874
4412,0.06216
4413,0.05902
4414,0.05719
4415,0.05647
4416,0.0528
4417,0.04808
4418,0.05174
4419,0.05572
4420,0.04936
4421,0.0485
4422,0.0497
4423,0.0497
4424,0.04474
4425,0.04356
4426,0.03871
4427,0.02487
4428,0.02617
4429,0.03051
4430,0.03744
4431,0.04549
4432,0.05162
4433,0.05676
4434,0.06082
4435,0.06217
4436,0.06318
4437,0.06447
4438,0.06488
4439,0.06079
4440,0.05601
4441,0.04918
4442,0.05258
4443,0.05775
4444,0.05073
4445,0.04936
4446,0.05141
4447,0.05473
4448,0.04597
4449,0.04473
4450,0.04286
4451,0.0365
4452,0.03669
4453,0.03813
4454,0.04837
4455,0.05267
4456,0.05741
4457,0.06488
4458,0.06653
4459,0.0658
4460,0.06943
4461,0.06805
4462,0.06658
4463,0.06447
4464,0.05972
4465,0.05149
4466,0.05632
4467,0.06082
4468,0.06263
4469,0.06021
4470,0.06371
4471,0.05821
4472,0.04516
4473,0.0384
4474,0.02162
4475,0.0215
4476,0.03144
4477,0.032
4478,0.03607
4479,0.03849
4480,0.04786
4481,0.05221
4482,0.06511
4483,0.06606
4484,0.0664
4485,0.06516
4486,0.06451
4487,0.06425
4488,0.05691
4489,0.04903
4490,0.04658
4491,0.05032
4492,0.05145
4493,0.04936
4494,0.04923
4495,0.0488
4496,0.038
4497,0.02388
4498,0.00032
4499,0.00028
4500,0.00029
4501,0.00033
4502,0.00615
4503,0.02818
4504,0.04412
4505,0.0488
4506,0.05729
4507,0.06089
4508,0.05965
4509,0.05866
4510,0.05866
4511,0.05478
4512,0.04912
4513,0.04795
4514,0.04763
4515,0.05337
4516,0.05129
4517,0.04918
4518,0.04998
4519,0.05129
4520,0.04489
4521,0.03718
4522,0.03102
4523,0.01564
4524,0.0172
4525,0.02433
4526,0.03313
4527,0.04532
4528,0.05141
4529,0.05296
4530,0.05638
4531,0.0601
4532,0.06642
4533,0.06528
4534,0.06528
4535,0.0617
4536,0.0497
4537,0.04803
4538,0.05081
4539,0.0521
4540,0.04877
4541,0.04678
4542,0.04804
4543,0.04941
4544,0.04172
4545,0.0367
4546,0.00508
4547,0.0076
4548,0.0063
4549,0.02611
4550,0.03306
4551,0.0415
4552,0.05075
4553,0.05499
4554,0.05538
4555,0.05945
4556,0.0634
4557,0.06105
4558,0.06105
4559,0.05938
4560,0.05014
4561,0.04636
4562,0.04935
4563,0.05182
4564,0.0474
4565,0.0464
4566,0.04817
4567,0.05071
4568,0.04534
4569,0.04083
4570,0.0215
4571,0.02936
4572,0.03275
4573,0.03604
4574,0.03997
4575,0.05088
4576,0.05625
4577,0.05642
4578,0.06046
4579,0.06447
4580,0.0676
4581,0.06516
4582,0.06444
4583,0.06148
4584,0.05377
4585,0.04767
4586,0.0538
4587,0.05312
4588,0.05081
4589,0.0502
4590,0.05141
4591,0.05689
4592,0.04894
4593,0.04803
4594,0.04319
4595,0.03965
4596,0.03966
4597,0.04196
4598,0.04503
4599,0.05226
4600,0.05789
4601,0.05929
4602,0.06166
4603,0.06422
4604,0.06906
4605,0.06781
4606,0.06404
4607,0.06113
4608,0.05262
4609,0.04806
4610,0.05295
4611,0.05272
4612,0.04877
4613,0.04792
4614,0.0482
4615,0.05141
4616,0.04235
4617,0.03841
4618,0.04083
4619,0.02913
4620,0.02617
4621,0.02812
4622,0.03324
4623,0.04091
4624,0.04888
4625,0.05381
4626,0.06199
4627,0.06348
4628,0.06706
4629,0.06463
4630,0.06432
4631,0.06299
4632,0.05318
4633,0.05027
4634,0.05476
4635,0.05976
4636,0.06348
4637,0.06115
4638,0.06061
4639,0.05839
4640,0.04609
4641,0.03718
4642,0.02167
4643,0.00033
4644,0.00139
4645,0.0048
4646,0.02504
4647,0.03776
4648,0.04886
4649,0.05723
4650,0.06329
4651,0.06492
4652,0.06568
4653,0.06302
4654,0.06296
4655,0.05945
4656,0.05185
4657,0.05063
4658,0.04842
4659,0.04936
4660,0.05696
4661,0.05254
4662,0.05945
4663,0.05638
4664,0.04548
4665,0.03808
4666,0.01596
4667,0.00033
4668,0.0003
4669,0.00469
4670,0.03266
4671,0.03562
4672,0.04632
4673,0.05129
4674,0.05807
4675,0.05945
4676,0.06488
4677,0.05896
4678,0.05896
4679,0.05483
4680,0.04985
4681,0.04783
4682,0.04943
4683,0.05129
4684,0.04842
4685,0.04645
4686,0.04785
4687,0.04936
4688,0.04374
4689,0.038
4690,0.03098
4691,0.03098
4692,0.02693
4693,0.03804
4694,0.04164
4695,0.05043
4696,0.05512
4697,0.05878
4698,0.05945
4699,0.06281
4700,0.06761
4701,0.06422
4702,0.06488
4703,0.06185
4704,0.05146
4705,0.05006
4706,0.05588
4707,0.05374
4708,0.05374
4709,0.05233
4710,0.05565
4711,0.05981
4712,0.04921
4713,0.04356
4714,0.04172
4715,0.03775
4716,0.02949
4717,0.02879
4718,0.03698
4719,0.04289
4720,0.05344
4721,0.06151
4722,0.05998
4723,0.06076
4724,0.06654
4725,0.06224
4726,0.06199
4727,0.05945
4728,0.04944
4729,0.04678
4730,0.05369
4731,0.05784
4732,0.05945
4733,0.05685
4734,0.05638
4735,0.05902
4736,0.05427
4737,0.04574
4738,0.03809
4739,0.03699
4740,0.04422
4741,0.03589
4742,0.04838
4743,0.055
4744,0.06011
4745,0.0626
4746,0.0633
4747,0.06434
4748,0.06807
4749,0.06496
4750,0.06468
4751,0.06026
4752,0.05149
4753,0.04949
4754,0.05168
4755,0.05063
4756,0.05902
4757,0.05427
4758,0.05029
4759,0.046
4760,0.04539
4761,0.04261
4762,0.04104
4763,0.03386
4764,0.03996
4765,0.04142
4766,0.04691
4767,0.05392
4768,0.05975
4769,0.06227
4770,0.06249
4771,0.06496
4772,0.06867
4773,0.06308
4774,0.06233
4775,0.06035
4776,0.0584
4777,0.0518
4778,0.05944
4779,0.05959
4780,0.05945
4781,0.05223
4782,0.052
4783,0.05744
4784,0.052
4785,0.04384
4786,0.03859
4787,0.02437
4788,0.02948
4789,0.03089
4790,0.03589
4791,0.04122
4792,0.05126
4793,0.06028
4794,0.06169
4795,0.06478
4796,0.0668
4797,0.06321
4798,0.06302
4799,0.06151
4800,0.05608
4801,0.04912
4802,0.05213
4803,0.05089
4804,0.05019
4805,0.04928
4806,0.04873
4807,0.04935
4808,0.04542
4809,0.01603
4810,0.00029
4811,0.00029
4812,0.0003
4813,0.02193
4814,0.03477
4815,0.04466
4816,0.05156
4817,0.05907
4818,0.06328
4819,0.06347
4820,0.06864
4821,0.06613
4822,0.06526
4823,0.06137
4824,0.05144
4825,0.04896
4826,0.0531
4827,0.05395
4828,0.05209
4829,0.05141
4830,0.0511
4831,0.05129
4832,0.04489
4833,0.03111
4834,0.00031
4835,0.00029
4836,0.00072
4837,0.01242
4838,0.03541
4839,0.04773
4840,0.05212
4841,0.05948
4842,0.06008
4843,0.06318
4844,0.0643
4845,0.06217
4846,0.06302
4847,0.0603
4848,0.05134
4849,0.0484
4850,0.0531
4851,0.05236
4852,0.04978
4853,0.04872
4854,0.04918
4855,0.05363
4856,0.05254
4857,0.04534
4858,0.04256
4859,0.03367
4860,0.04248
4861,0.04284
4862,0.04712
4863,0.0544
4864,0.05902
4865,0.05676
4866,0.05946
4867,0.06237
4868,0.06651
4869,0.06233
4870,0.06422
4871,0.06064
4872,0.05135
4873,0.04907
4874,0.05945
4875,0.0589
4876,0.05476
4877,0.05395
4878,0.05285
4879,0.06082
4880,0.05272
4881,0.04446
4882,0.04169
4883,0.04013
4884,0.04378
4885,0.03706
4886,0.04702
4887,0.04886
4888,0.05716
4889,0.05639
4890,0.06131
4891,0.06422
4892,0.06573
4893,0.06191
4894,0.0612
4895,0.0589
4896,0.05016
4897,0.04805
4898,0.0511
4899,0.05021
4900,0.04805
4901,0.04678
4902,0.046
4903,0.04804
4904,0.04873
4905,0.03986
4906,0.03987
4907,0.02916
4908,0.02625
4909,0.02726
4910,0.03901
4911,0.04935
4912,0.05753
4913,0.05817
4914,0.06096
4915,0.06088
4916,0.06318
4917,0.06264
4918,0.06264
4919,0.06047
4920,0.05141
4921,0.04907
4922,0.05431
4923,0.05325
4924,0.05083
4925,0.05071
4926,0.05064
4927,0.05478
4928,0.05236
4929,0.05008
4930,0.04235
4931,0.03828
4932,0.03474
4933,0.04057
4934,0.04181
4935,0.0501
4936,0.05617
4937,0.05907
4938,0.06121
4939,0.06382
4940,0.06538
4941,0.06257
4942,0.06301
4943,0.06127
4944,0.05318
4945,0.04858
4946,0.05236
4947,0.05686
4948,0.05683
4949,0.0526
4950,0.05134
4951,0.05638
4952,0.05135
4953,0.04356
4954,0.04048
4955,0.0347
4956,0.03113
4957,0.03223
4958,0.0362
4959,0.04565
4960,0.05212
4961,0.06122
4962,0.06276
4963,0.06496
4964,0.06513
4965,0.06106
4966,0.06074
4967,0.05442
4968,0.05036
4969,0.04763
4970,0.0531
4971,0.05288
4972,0.05078
4973,0.04812
4974,0.048
4975,0.04928
4976,0.05083
4977,0.0382
4978,0.02925
4979,0.00616
4980,0.00316
4981,0.0215
4982,0.02738
4983,0.04112
4984,0.04998
4985,0.0514
4986,0.05945
4987,0.06156
4988,0.06281
4989,0.06105
4990,0.06089
4991,0.05789
4992,0.05213
4993,0.05029
4994,0.05082
4995,0.05174
4996,0.05029
4997,0.05682
4998,0.0521
4999,0.05188
5000,0.05139
5001,0.03718
5002,0.02516
5003,0.00036
5004,0.00028
5005,0.00028
5006,0.00028
5007,0.00028
5008,0.01948
5009,0.04446
5010,0.05141
5011,0.06174
5012,0.0629
5013,0.06031
5014,0.06139
5015,0.06039
5016,0.05595
5017,0.05134
5018,0.05126
5019,0.05146
5020,0.05129
5021,0.05019
5022,0.04983
5023,0.05174
5024,0.05174
5025,0.04534
5026,0.03015
5027,0.02942
5028,0.01136
5029,0.00705
5030,0.00873
5031,0.03942
5032,0.05113
5033,0.05229
5034,0.05945
5035,0.06139
5036,0.06222
5037,0.06195
5038,0.06318
5039,0.06082
5040,0.05438
5041,0.05016
5042,0.05084
5043,0.05236
5044,0.05083
5045,0.04983
5046,0.04949
5047,0.05089
5048,0.05141
5049,0.05008
5050,0.04809
5051,0.0348
5052,0.02876
5053,0.02964
5054,0.02929
5055,0.04623
5056,0.04834
5057,0.05612
5058,0.05945
5059,0.06244
5060,0.06488
5061,0.06302
5062,0.06356
5063,0.05945
5064,0.05666
5065,0.04912
5066,0.06089
5067,0.06342
5068,0.06144
5069,0.05806
5070,0.05677
5071,0.0616
5072,0.05753
5073,0.04534
5074,0.04091
5075,0.02189
5076,0.01672
5077,0.01918
5078,0.03287
5079,0.04113
5080,0.04971
5081,0.06273
5082,0.06162
5083,0.06422
5084,0.06567
5085,0.06139
5086,0.06014
5087,0.05839
5088,0.05185
5089,0.04835
5090,0.05452
5091,0.0549
5092,0.05117
5093,0.05074
5094,0.05074
5095,0.05113
5096,0.05013
5097,0.04561
5098,0.04713
5099,0.04346
5100,0.04515
5101,0.04881
5102,0.04867
5103,0.05467
5104,0.05733
5105,0.05823
5106,0.06387
5107,0.06562
5108,0.06639
5109,0.06625
5110,0.0677
5111,0.06317
5112,0.05928
5113,0.05505
5114,0.05928
5115,0.06039
5116,0.05823
5117,0.05703
5118,0.05608
5119,0.05723
5120,0.05624
5121,0.04734
5122,0.04434
5123,0.03387
5124,0.02984
5125,0.02509
5126,0.03614
5127,0.04181
5128,0.04957
5129,0.05283
5130,0.06007
5131,0.06772
5132,0.06822
5133,0.06668
5134,0.0643
5135,0.05758
5136,0.05086
5137,0.04924
5138,0.05902
5139,0.06455
5140,0.06425
5141,0.06425
5142,0.06268
5143,0.06257
5144,0.05117
5145,0.04534
5146,0.03064
5147,0.00525
5148,0.00316
5149,0.0041
5150,0.00814
5151,0.03338
5152,0.04791
5153,0.05366
5154,0.06033
5155,0.06659
5156,0.06959
5157,0.06675
5158,0.06603
5159,0.05942
5160,0.05111
5161,0.05044
5162,0.0531
5163,0.05272
5164,0.05022
5165,0.05427
5166,0.05592
5167,0.05836
5168,0.05126
5169,0.04442
5170,0.0084
5171,0.00031
5172,0.00028
5173,0.00028
5174,0.0003
5175,0.00533
5176,0.03333
5177,0.05123
5178,0.05548
5179,0.06171
5180,0.06603
5181,0.06448
5182,0.06448
5183,0.05945
5184,0.05195
5185,0.05253
5186,0.05333
5187,0.05253
5188,0.05124
5189,0.05116
5190,0.05063
5191,0.05427
5192,0.05903
5193,0.05181
5194,0.0478
5195,0.03901
5196,0.03636
5197,0.03947
5198,0.04163
5199,0.051
5200,0.05724
5201,0.06213
5202,0.06423
5203,0.06788
5204,0.07281
5205,0.07126
5206,0.072
5207,0.06599
5208,0.06081
5209,0.05395
5210,0.06082
5211,0.05989
5212,0.05272
5213,0.05285
5214,0.05654
5215,0.05881
5216,0.05902
5217,0.05029
5218,0.03477
5219,0.02665
5220,0.02207
5221,0.03105
5222,0.03616
5223,0.03732
5224,0.04925
5225,0.06241
5226,0.06329
5227,0.06728
5228,0.06751
5229,0.06646
5230,0.06573
5231,0.05907
5232,0.0555
5233,0.04866
5234,0.05509
5235,0.05513
5236,0.05196
5237,0.04884
5238,0.05008
5239,0.05723
5240,0.05138
5241,0.04807
5242,0.02911
5243,0.01204
5244,0.01635
5245,0.02665
5246,0.03433
5247,0.03797
5248,0.05218
5249,0.05939
5250,0.06113
5251,0.06411
5252,0.06757
5253,0.06651
5254,0.065
5255,0.05889
5256,0.05082
5257,0.04878
5258,0.05027
5259,0.05446
5260,0.0509
5261,0.05062
5262,0.0509
5263,0.05831
5264,0.05541
5265,0.05107
5266,0.03781
5267,0.03922
5268,0.03477
5269,0.04792
5270,0.05444
5271,0.06055
5272,0.0607
5273,0.0612
5274,0.06458
5275,0.06971
5276,0.07122
5277,0.07068
5278,0.07025
5279,0.06537
5280,0.05831
5281,0.05083
5282,0.05806
5283,0.05833
5284,0.05785
5285,0.05783
5286,0.05785
5287,0.06362
5288,0.05791
5289,0.05091
5290,0.04726
5291,0.04804
5292,0.04931
5293,0.04741
5294,0.0492
5295,0.05607
5296,0.05481
5297,0.05895
5298,0.06317
5299,0.06849
5300,0.07001
5301,0.06878
5302,0.06791
5303,0.06082
5304,0.05105
5305,0.04812
5306,0.0553
5307,0.05385
5308,0.05706
5309,0.05701
5310,0.06231
5311,0.06088
5312,0.0544
5313,0.04713
5314,0.03382
5315,0.02155
5316,0.02956
5317,0.03007
5318,0.04319
5319,0.0489
5320,0.05136
5321,0.05528
5322,0.06082
5323,0.06724
5324,0.06856
5325,0.068
5326,0.06724
5327,0.05945
5328,0.05063
5329,0.05002
5330,0.05333
5331,0.05226
5332,0.05427
5333,0.05772
5334,0.0561
5335,0.05701
5336,0.05113
5337,0.04236
5338,0.02928
5339,0.00036
5340,0.00029
5341,0.00244
5342,0.03328
5343,0.0476
5344,0.05287
5345,0.05424
5346,0.05979
5347,0.06603
5348,0.06874
5349,0.06799
5350,0.06658
5351,0.06355
5352,0.05138
5353,0.04871
5354,0.05945
5355,0.06257
5356,0.05665
5357,0.05253
5358,0.0526
5359,0.06082
5360,0.05786
5361,0.05037
5362,0.04101
5363,0.03777
5364,0.0222
5365,0.02888
5366,0.04016
5367,0.0488
5368,0.06139
5369,0.06418
5370,0.06495
5371,0.06971
5372,0.07471
5373,0.07383
5374,0.07251
5375,0.06529
5376,0.053
5377,0.04889
5378,0.05506
5379,0.05645
5380,0.05296
5381,0.05236
5382,0.05236
