Hour,$/kWh,,,,,,
2069,0.01918,,,,,,
2070,0.00009,,,,,,
2071,0.02561,,,,,,
2072,0.02632,,,,,,
2073,0.01581,,,,,,
2074,0.01658,,,,,,
2075,0.00008,,,,,,
2076,0.00009,,,,,,
2077,0.00009,,,,,,
2078,0.00025,,,,,,
2079,0.03333,,,,,,
2080,0.01874,,,,,,
2081,0.02146,,,,,,
2082,0.01972,,,,,,
2083,0.02755,,,,,,
2084,0.02635,,,,,,
2085,0.02714,,,,,,
2086,0.02708,,,,,,
2087,0.02496,,,,,,
2088,0.02633,,,,,,
2089,0.02483,,,,,,
2090,0.02483,,,,,,
2091,0.02579,,,,,,
2092,0.02631,,,,,,
2093,0.02602,,,,,,
2094,0.0259,,,,,,
2095,0.02496,,,,,,
2096,0.02612,,,,,,
2097,0.02502,,,,,,
2098,0.03229,,,,,,
2099,0.02602,,,,,,
2100,0.02286,,,,,,
2101,0.02008,,,,,,
2102,0.02404,,,,,,
2103,0.02468,,,,,,
2104,0.02532,,,,,,
2105,0.02635,,,,,,
2106,0.02617,,,,,,
2107,0.02723,,,,,,
2108,0.02721,,,,,,
2109,0.02635,,,,,,
2110,0.02542,,,,,,
2111,0.02345,,,,,,
2112,0.02105,,,,,,
2113,0.00012,,,,,,
2114,0.00008,,,,,,
2115,0.00011,,,,,,
2116,0.00008,,,,,,
2117,0.02245,,,,,,
2118,0.02143,,,,,,
2119,0.02281,,,,,,
2120,0.02245,,,,,,
2121,0.02281,,,,,,
2122,0.02258,,,,,,
2123,0.00008,,,,,,
2124,0.00008,,,,,,
2125,0.00008,,,,,,
2126,0.00008,,,,,,
2127,0.00008,,,,,,
2128,0.00008,,,,,,
2129,0.00008,,,,,,
2130,0.01581,,,,,,
2131,0.03325,,,,,,
2132,0.02444,,,,,,
2133,0.11144,,,,,,
2134,0.01854,,,,,,
2135,0.01853,,,,,,
2136,0.02092,,,,,,
2137,0.01869,,,,,,
2138,0.02165,,,,,,
2139,0.03371,,,,,,
2140,0.02105,,,,,,
2141,0.00012,,,,,,
2142,0.00012,,,,,,
2143,0.02209,,,,,,
2144,0.0221,,,,,,
2145,0.01432,,,,,,
2146,0.02579,,,,,,
2147,0.02512,,,,,,
2148,0.02208,,,,,,
2149,0.02378,,,,,,
2150,0.0243,,,,,,
2151,0.02645,,,,,,
2152,0.02477,,,,,,
2153,0.02625,,,,,,
2154,0.02734,,,,,,
2155,0.02899,,,,,,
2156,0.02725,,,,,,
2157,0.02723,,,,,,
2158,0.02714,,,,,,
2159,0.02537,,,,,,
2160,0.02537,,,,,,
2161,0.02486,,,,,,
2162,0.02405,,,,,,
2163,0.02182,,,,,,
2164,0.02122,,,,,,
2165,0.00012,,,,,,
2166,0.00932,,,,,,
2167,0.02273,,,,,,
2168,0.0237,,,,,,
2169,0.01192,,,,,,
2170,0.01206,,,,,,
2171,0.01785,,,,,,
2172,0.01474,,,,,,
2173,0.02325,,,,,,
2174,0.02492,,,,,,
2175,0.02471,,,,,,
2176,0.027,,,,,,
2177,0.02763,,,,,,
2178,0.02759,,,,,,
2179,0.02765,,,,,,
2180,0.02815,,,,,,
2181,0.02696,,,,,,
2182,0.02665,,,,,,
2183,0.02506,,,,,,
2184,0.02378,,,,,,
2185,0.02364,,,,,,
2186,0.02421,,,,,,
2187,0.02348,,,,,,
2188,0.02442,,,,,,
2189,0.02457,,,,,,
2190,0.02492,,,,,,
2191,0.02531,,,,,,
2192,0.02688,,,,,,
2193,0.02659,,,,,,
2194,0.02659,,,,,,
2195,0.02492,,,,,,
2196,0.01844,,,,,,
2197,0.0001,,,,,,
2198,0.00008,,,,,,
2199,0.01474,,,,,,
2200,0.0232,,,,,,
2201,0.0249,,,,,,
2202,0.01874,,,,,,
2203,0.02396,,,,,,
2204,0.02439,,,,,,
2205,0.02565,,,,,,
2206,0.019,,,,,,
2207,0.01845,,,,,,
2208,0.0163,,,,,,
2209,0.0146,,,,,,
2210,0.01385,,,,,,
2211,0.01604,,,,,,
2212,0.0217,,,,,,
2213,0.02335,,,,,,
2214,0.02362,,,,,,
2215,0.02494,,,,,,
2216,0.02545,,,,,,
2217,0.0191,,,,,,
2218,0.01753,,,,,,
2219,0.01604,,,,,,
2220,0.00008,,,,,,
2221,0.00009,,,,,,
2222,0.00008,,,,,,
2223,0.01385,,,,,,
2224,0.01753,,,,,,
2225,0.01748,,,,,,
2226,0.02497,,,,,,
2227,0.01989,,,,,,
2228,0.0255,,,,,,
2229,0.03276,,,,,,
2230,0.03278,,,,,,
2231,0.02546,,,,,,
2232,0.00009,,,,,,
2233,0.00008,,,,,,
2234,0.00008,,,,,,
2235,0.00008,,,,,,
2236,0.00008,,,,,,
2237,0.01385,,,,,,
2238,0.01654,,,,,,
2239,0.01731,,,,,,
2240,0.02377,,,,,,
2241,0.01851,,,,,,
2242,0.02151,,,,,,
2243,0.01654,,,,,,
2244,0.01733,,,,,,
2245,0.01527,,,,,,
2246,0.0146,,,,,,
2247,0.01654,,,,,,
2248,0.01741,,,,,,
2249,0.01813,,,,,,
2250,0.01932,,,,,,
2251,0.01941,,,,,,
2252,0.01999,,,,,,
2253,0.02371,,,,,,
2254,0.01889,,,,,,
2255,0.01995,,,,,,
2256,0.0265,,,,,,
2257,0.02325,,,,,,
2258,0.01923,,,,,,
2259,0.01872,,,,,,
2260,0.01855,,,,,,
2261,0.01659,,,,,,
2262,0.01802,,,,,,
2263,0.02448,,,,,,
2264,0.02014,,,,,,
2265,0.01976,,,,,,
2266,0.01743,,,,,,
2267,0.00008,,,,,,
2268,0.00008,,,,,,
2269,0.00008,,,,,,
2270,0.00008,,,,,,
2271,0.00008,,,,,,
2272,0.01766,,,,,,
2273,0.0176,,,,,,
2274,0.03197,,,,,,
2275,0.01805,,,,,,
2276,0.02052,,,,,,
2277,0.02066,,,,,,
2278,0.01961,,,,,,
2279,0.01929,,,,,,
2280,0.0177,,,,,,
2281,0.01753,,,,,,
2282,0.01549,,,,,,
2283,0.01474,,,,,,
2284,0.00011,,,,,,
2285,0.00011,,,,,,
2286,0.02312,,,,,,
2287,0.02335,,,,,,
2288,0.00008,,,,,,
2289,0.00008,,,,,,
2290,0.00008,,,,,,
2291,0.00008,,,,,,
2292,0.01944,,,,,,
2293,0.02345,,,,,,
2294,0.0254,,,,,,
2295,0.02619,,,,,,
2296,0.02634,,,,,,
2297,0.02631,,,,,,
2298,0.02639,,,,,,
2299,0.02827,,,,,,
2300,0.02836,,,,,,
2301,0.02821,,,,,,
2302,0.02704,,,,,,
2303,0.02631,,,,,,
2304,0.02582,,,,,,
2305,0.02345,,,,,,
2306,0.02496,,,,,,
2307,0.02335,,,,,,
2308,0.02172,,,,,,
2309,0.02073,,,,,,
2310,0.00012,,,,,,
2311,0.00012,,,,,,
2312,0.00008,,,,,,
2313,0.00008,,,,,,
2314,0.01577,,,,,,
2315,0.0163,,,,,,
2316,0.01709,,,,,,
2317,0.01817,,,,,,
2318,0.01696,,,,,,
2319,0.01874,,,,,,
2320,0.01766,,,,,,
2321,0.01909,,,,,,
2322,0.01976,,,,,,
2323,0.02049,,,,,,
2324,0.01979,,,,,,
2325,0.01956,,,,,,
2326,0.01812,,,,,,
2327,0.01787,,,,,,
2328,0.01203,,,,,,
2329,0.01474,,,,,,
2330,0.0001,,,,,,
2331,0.00008,,,,,,
2332,0.00009,,,,,,
2333,0.01385,,,,,,
2334,0.01497,,,,,,
2335,0.01654,,,,,,
2336,0.01556,,,,,,
2337,0.01601,,,,,,
2338,0.01474,,,,,,
2339,0.00008,,,,,,
2340,0.00008,,,,,,
2341,0.01699,,,,,,
2342,0.01689,,,,,,
2343,0.01766,,,,,,
2344,0.01775,,,,,,
2345,0.03083,,,,,,
2346,0.01988,,,,,,
2347,0.02031,,,,,,
2348,0.01995,,,,,,
2349,0.01965,,,,,,
2350,0.01909,,,,,,
2351,0.01806,,,,,,
2352,0.01761,,,,,,
2353,0.01627,,,,,,
2354,0.01474,,,,,,
2355,0.02183,,,,,,
2356,0.0217,,,,,,
2357,0.0217,,,,,,
2358,0.02335,,,,,,
2359,0.02776,,,,,,
2360,0.02542,,,,,,
2361,0.02473,,,,,,
2362,0.02251,,,,,,
2363,0.00012,,,,,,
2364,0.02051,,,,,,
2365,0.02325,,,,,,
2366,0.02542,,,,,,
2367,0.01945,,,,,,
2368,0.02631,,,,,,
2369,0.03304,,,,,,
2370,0.02023,,,,,,
2371,0.02631,,,,,,
2372,0.02683,,,,,,
2373,0.02695,,,,,,
2374,0.02709,,,,,,
2375,0.02553,,,,,,
2376,0.02345,,,,,,
2377,0.03876,,,,,,
2378,0.02532,,,,,,
2379,0.02352,,,,,,
2380,0.02335,,,,,,
2381,0.02441,,,,,,
2382,0.02582,,,,,,
2383,0.02715,,,,,,
2384,0.02709,,,,,,
2385,0.02581,,,,,,
2386,0.02525,,,,,,
2387,0.0259,,,,,,
2388,0.02624,,,,,,
2389,0.0267,,,,,,
2390,0.03256,,,,,,
2391,0.02892,,,,,,
2392,0.02892,,,,,,
2393,0.03074,,,,,,
2394,0.02836,,,,,,
2395,0.02739,,,,,,
2396,0.02812,,,,,,
2397,0.02672,,,,,,
2398,0.02701,,,,,,
2399,0.02545,,,,,,
2400,0.02476,,,,,,
2401,0.02468,,,,,,
2402,0.02372,,,,,,
2403,0.02323,,,,,,
2404,0.01166,,,,,,
2405,0.01167,,,,,,
2406,0.01769,,,,,,
2407,0.01929,,,,,,
2408,0.02146,,,,,,
2409,0.02371,,,,,,
2410,0.0249,,,,,,
2411,0.02348,,,,,,
2412,0.01746,,,,,,
2413,0.01831,,,,,,
2414,0.02502,,,,,,
2415,0.02574,,,,,,
2416,0.02539,,,,,,
2417,0.02552,,,,,,
2418,0.02042,,,,,,
2419,0.02652,,,,,,
2420,0.02002,,,,,,
2421,0.02076,,,,,,
2422,0.02016,,,,,,
2423,0.01878,,,,,,
2424,0.01837,,,,,,
2425,0.03173,,,,,,
2426,0.01654,,,,,,
2427,0.01556,,,,,,
2428,0.01634,,,,,,
2429,0.01766,,,,,,
2430,0.02398,,,,,,
2431,0.0253,,,,,,
2432,0.02009,,,,,,
2433,0.01984,,,,,,
2434,0.01897,,,,,,
2435,0.01641,,,,,,
2436,0.01668,,,,,,
2437,0.01763,,,,,,
2438,0.01869,,,,,,
2439,0.01855,,,,,,
2440,0.01932,,,,,,
2441,0.01938,,,,,,
2442,0.01944,,,,,,
2443,0.0197,,,,,,
2444,0.02768,,,,,,
2445,0.02782,,,,,,
2446,0.02618,,,,,,
2447,0.02566,,,,,,
2448,0.01877,,,,,,
2449,0.01857,,,,,,
2450,0.01817,,,,,,
2451,0.01773,,,,,,
2452,0.01642,,,,,,
2453,0.01634,,,,,,
2454,0.01556,,,,,,
2455,0.02501,,,,,,
2456,0.01742,,,,,,
2457,0.01766,,,,,,
2458,0.01474,,,,,,
2459,0.01474,,,,,,
2460,0.01474,,,,,,
2461,0.01742,,,,,,
2462,0.01753,,,,,,
2463,0.01994,,,,,,
2464,0.01914,,,,,,
2465,0.01983,,,,,,
2466,0.01997,,,,,,
2467,0.02306,,,,,,
2468,0.019,,,,,,
2469,0.02629,,,,,,
2470,0.02779,,,,,,
2471,0.02647,,,,,,
2472,0.0244,,,,,,
2473,0.01876,,,,,,
2474,0.02301,,,,,,
2475,0.02258,,,,,,
2476,0.04995,,,,,,
2477,0.03007,,,,,,
2478,0.02737,,,,,,
2479,0.02523,,,,,,
2480,0.02579,,,,,,
2481,0.02547,,,,,,
2482,0.04549,,,,,,
2483,0.02631,,,,,,
2484,0.02542,,,,,,
2485,0.02473,,,,,,
2486,0.02352,,,,,,
2487,0.02072,,,,,,
2488,0.00012,,,,,,
2489,0.02373,,,,,,
2490,0.02574,,,,,,
2491,0.0267,,,,,,
2492,0.02814,,,,,,
2493,0.02693,,,,,,
2494,0.0273,,,,,,
2495,0.02631,,,,,,
2496,0.02518,,,,,,
2497,0.02405,,,,,,
2498,0.01228,,,,,,
2499,0.02589,,,,,,
2500,0.01173,,,,,,
2501,0.02532,,,,,,
2502,0.02582,,,,,,
2503,0.02618,,,,,,
2504,0.02587,,,,,,
2505,0.01424,,,,,,
2506,0.02542,,,,,,
2507,0.02373,,,,,,
2508,0.02186,,,,,,
2509,0.02186,,,,,,
2510,0.00012,,,,,,
2511,0.01518,,,,,,
2512,0.0171,,,,,,
2513,0.01825,,,,,,
2514,0.01897,,,,,,
2515,0.01975,,,,,,
2516,0.01954,,,,,,
2517,0.01999,,,,,,
2518,0.019,,,,,,
2519,0.01314,,,,,,
2520,0.02669,,,,,,
2521,0.00009,,,,,,
2522,0.00008,,,,,,
2523,0.0163,,,,,,
2524,0.01798,,,,,,
2525,0.01726,,,,,,
2526,0.03201,,,,,,
2527,0.02807,,,,,,
2528,0.01842,,,,,,
2529,0.02762,,,,,,
2530,0.01876,,,,,,
2531,0.01604,,,,,,
2532,0.01642,,,,,,
2533,0.02357,,,,,,
2534,0.02574,,,,,,
2535,0.02574,,,,,,
2536,0.026,,,,,,
2537,0.01934,,,,,,
2538,0.01972,,,,,,
2539,0.03281,,,,,,
2540,0.06022,,,,,,
2541,0.02833,,,,,,
2542,0.02766,,,,,,
2543,0.02629,,,,,,
2544,0.02548,,,,,,
2545,0.02362,,,,,,
2546,0.02335,,,,,,
2547,0.01578,,,,,,
2548,0.01556,,,,,,
2549,0.02349,,,,,,
2550,0.02454,,,,,,
2551,0.02471,,,,,,
2552,0.02332,,,,,,
2553,0.01165,,,,,,
2554,0.00008,,,,,,
2555,0.00011,,,,,,
2556,0.01917,,,,,,
2557,0.02471,,,,,,
2558,0.02542,,,,,,
2559,0.02496,,,,,,
2560,0.02442,,,,,,
2561,0.02534,,,,,,
2562,0.02624,,,,,,
2563,0.02665,,,,,,
2564,0.02831,,,,,,
2565,0.02771,,,,,,
2566,0.02685,,,,,,
2567,0.02618,,,,,,
2568,0.02583,,,,,,
2569,0.02534,,,,,,
2570,0.02607,,,,,,
2571,0.02607,,,,,,
2572,0.02471,,,,,,
2573,0.02442,,,,,,
2574,0.02525,,,,,,
2575,0.02727,,,,,,
2576,0.02934,,,,,,
2577,0.02694,,,,,,
2578,0.0263,,,,,,
2579,0.02627,,,,,,
2580,0.02335,,,,,,
2581,0.00009,,,,,,
2582,0.02357,,,,,,
2583,0.02532,,,,,,
2584,0.02608,,,,,,
2585,0.02734,,,,,,
2586,0.02991,,,,,,
2587,0.02638,,,,,,
2588,0.03093,,,,,,
2589,0.02797,,,,,,
2590,0.02823,,,,,,
2591,0.02845,,,,,,
2592,0.02883,,,,,,
2593,0.02796,,,,,,
2594,0.02655,,,,,,
2595,0.02694,,,,,,
2596,0.02574,,,,,,
2597,0.02602,,,,,,
2598,0.02635,,,,,,
2599,0.02797,,,,,,
2600,0.02838,,,,,,
2601,0.02766,,,,,,
2602,0.02769,,,,,,
2603,0.02613,,,,,,
2604,0.02523,,,,,,
2605,0.02496,,,,,,
2606,0.02442,,,,,,
2607,0.02442,,,,,,
2608,0.02382,,,,,,
2609,0.02537,,,,,,
2610,0.02669,,,,,,
2611,0.02609,,,,,,
2612,0.02805,,,,,,
2613,0.02713,,,,,,
2614,0.0275,,,,,,
2615,0.02668,,,,,,
2616,0.02583,,,,,,
2617,0.01881,,,,,,
2618,0.01974,,,,,,
2619,0.01255,,,,,,
2620,0.01185,,,,,,
2621,0.00009,,,,,,
2622,0.01805,,,,,,
2623,0.01964,,,,,,
2624,0.02054,,,,,,
2625,0.01979,,,,,,
2626,0.01762,,,,,,
2627,0.01761,,,,,,
2628,0.00008,,,,,,
2629,0.00008,,,,,,
2630,0.00008,,,,,,
2631,0.00008,,,,,,
2632,0.00008,,,,,,
2633,0.01556,,,,,,
2634,0.01639,,,,,,
2635,0.01773,,,,,,
2636,0.01886,,,,,,
2637,0.01998,,,,,,
2638,0.01917,,,,,,
2639,0.0184,,,,,,
2640,0.0177,,,,,,
2641,0.0177,,,,,,
2642,0.0163,,,,,,
2643,0.01474,,,,,,
2644,0.02357,,,,,,
2645,0.02592,,,,,,
2646,0.02707,,,,,,
2647,0.02723,,,,,,
2648,0.02565,,,,,,
2649,0.0249,,,,,,
2650,0.02335,,,,,,
2651,0.00009,,,,,,
2652,0.00008,,,,,,
2653,0.0217,,,,,,
2654,0.00008,,,,,,
2655,0.00008,,,,,,
2656,0.01497,,,,,,
2657,0.01742,,,,,,
2658,0.01977,,,,,,
2659,0.01954,,,,,,
2660,0.02026,,,,,,
2661,0.02633,,,,,,
2662,0.02574,,,,,,
2663,0.02486,,,,,,
2664,0.01743,,,,,,
2665,0.01641,,,,,,
2666,0.01742,,,,,,
2667,0.02509,,,,,,
2668,0.01836,,,,,,
2669,0.025,,,,,,
2670,0.02624,,,,,,
2671,0.02641,,,,,,
2672,0.02891,,,,,,
2673,0.02502,,,,,,
2674,0.02567,,,,,,
2675,0.02352,,,,,,
2676,0.02072,,,,,,
2677,0.00011,,,,,,
2678,0.01806,,,,,,
2679,0.01906,,,,,,
2680,0.0191,,,,,,
2681,0.01893,,,,,,
2682,0.01992,,,,,,
2683,0.02509,,,,,,
2684,0.02727,,,,,,
2685,0.02824,,,,,,
2686,0.02813,,,,,,
2687,0.02631,,,,,,
2688,0.02522,,,,,,
2689,0.02494,,,,,,
2690,0.02443,,,,,,
2691,0.00008,,,,,,
2692,0.00008,,,,,,
2693,0.00008,,,,,,
2694,0.00008,,,,,,
2695,0.01788,,,,,,
2696,0.01832,,,,,,
2697,0.01639,,,,,,
2698,0.01556,,,,,,
2699,0.01709,,,,,,
2700,0.0163,,,,,,
2701,0.00008,,,,,,
2702,0.00008,,,,,,
2703,0.0163,,,,,,
2704,0.02399,,,,,,
2705,0.02856,,,,,,
2706,0.02525,,,,,,
2707,0.02681,,,,,,
2708,0.0284,,,,,,
2709,0.02835,,,,,,
2710,0.0267,,,,,,
2711,0.02565,,,,,,
2712,0.0235,,,,,,
2713,0.02361,,,,,,
2714,0.02442,,,,,,
2715,0.02373,,,,,,
2716,0.02628,,,,,,
2717,0.02701,,,,,,
2718,0.02659,,,,,,
2719,0.02755,,,,,,
2720,0.02542,,,,,,
2721,0.02443,,,,,,
2722,0.02478,,,,,,
2723,0.02545,,,,,,
2724,0.02545,,,,,,
2725,0.02624,,,,,,
2726,0.02713,,,,,,
2727,0.02688,,,,,,
2728,0.02731,,,,,,
2729,0.02871,,,,,,
2730,0.02882,,,,,,
2731,0.02814,,,,,,
2732,0.02838,,,,,,
2733,0.02771,,,,,,
2734,0.02685,,,,,,
2735,0.02615,,,,,,
2736,0.02508,,,,,,
2737,0.02534,,,,,,
2738,0.0232,,,,,,
2739,0.00012,,,,,,
2740,0.0001,,,,,,
2741,0.00008,,,,,,
2742,0.0232,,,,,,
2743,0.02348,,,,,,
2744,0.02603,,,,,,
2745,0.02932,,,,,,
2746,0.02565,,,,,,
2747,0.02444,,,,,,
2748,0.0232,,,,,,
2749,0.0174,,,,,,
2750,0.01654,,,,,,
2751,0.01742,,,,,,
2752,0.01742,,,,,,
2753,0.01775,,,,,,
2754,0.01878,,,,,,
2755,0.01926,,,,,,
2756,0.02683,,,,,,
2757,0.02627,,,,,,
2758,0.01884,,,,,,
2759,0.01782,,,,,,
2760,0.01753,,,,,,
2761,0.01753,,,,,,
2762,0.02348,,,,,,
2763,0.0232,,,,,,
2764,0.02203,,,,,,
2765,0.0232,,,,,,
2766,0.02377,,,,,,
2767,0.02574,,,,,,
2768,0.02543,,,,,,
2769,0.02442,,,,,,
2770,0.02373,,,,,,
2771,0.02325,,,,,,
2772,0.0217,,,,,,
2773,0.02186,,,,,,
2774,0.02362,,,,,,
2775,0.02348,,,,,,
2776,0.01837,,,,,,
2777,0.01944,,,,,,
2778,0.01882,,,,,,
2779,0.01926,,,,,,
2780,0.01904,,,,,,
2781,0.02403,,,,,,
2782,0.01896,,,,,,
2783,0.0257,,,,,,
2784,0.02566,,,,,,
2785,0.02362,,,,,,
2786,0.02501,,,,,,
2787,0.02645,,,,,,
2788,0.02581,,,,,,
2789,0.06517,,,,,,
2790,0.02471,,,,,,
2791,0.02348,,,,,,
2792,0.02061,,,,,,
2793,0.01548,,,,,,
2794,0.00011,,,,,,
2795,0.00011,,,,,,
2796,0.01641,,,,,,
2797,0.01825,,,,,,
2798,0.01817,,,,,,
2799,0.01862,,,,,,
2800,0.01946,,,,,,
2801,0.02056,,,,,,
2802,0.03447,,,,,,
2803,0.04012,,,,,,
2804,0.20221,,,,,,
2805,0.02969,,,,,,
2806,0.02827,,,,,,
2807,0.02823,,,,,,
2808,0.0276,,,,,,
2809,0.02618,,,,,,
2810,0.02544,,,,,,
2811,0.02405,,,,,,
2812,0.02323,,,,,,
2813,0.00012,,,,,,
2814,0.00012,,,,,,
2815,0.00009,,,,,,
2816,0.00009,,,,,,
2817,0.01606,,,,,,
2818,0.00009,,,,,,
2819,0.01641,,,,,,
2820,0.01742,,,,,,
2821,0.01474,,,,,,
2822,0.01556,,,,,,
2823,0.01695,,,,,,
2824,0.01889,,,,,,
2825,0.01877,,,,,,
2826,0.03291,,,,,,
2827,0.03197,,,,,,
2828,0.02035,,,,,,
2829,0.02571,,,,,,
2830,0.0253,,,,,,
2831,0.02281,,,,,,
2832,0.0146,,,,,,
2833,0.00008,,,,,,
2834,0.00008,,,,,,
2835,0.00008,,,,,,
2836,0.00008,,,,,,
2837,0.00008,,,,,,
2838,0.00008,,,,,,
2839,0.01604,,,,,,
2840,0.01639,,,,,,
2841,0.01697,,,,,,
2842,0.00008,,,,,,
2843,0.00008,,,,,,
2844,0.00008,,,,,,
2845,0.00008,,,,,,
2846,0.0232,,,,,,
2847,0.02554,,,,,,
2848,0.02681,,,,,,
2849,0.02783,,,,,,
2850,0.02746,,,,,,
2851,0.02631,,,,,,
2852,0.02797,,,,,,
2853,0.02629,,,,,,
2854,0.01926,,,,,,
2855,0.01834,,,,,,
2856,0.02352,,,,,,
2857,0.02335,,,,,,
2858,0.02362,,,,,,
2859,0.02602,,,,,,
2860,0.02618,,,,,,
2861,0.02667,,,,,,
2862,0.02693,,,,,,
2863,0.02642,,,,,,
2864,0.02549,,,,,,
2865,0.02567,,,,,,
2866,0.02448,,,,,,
2867,0.00012,,,,,,
2868,0.00008,,,,,,
2869,0.00008,,,,,,
2870,0.00008,,,,,,
2871,0.02335,,,,,,
2872,0.01828,,,,,,
2873,0.01926,,,,,,
2874,0.01913,,,,,,
2875,0.02624,,,,,,
2876,0.02629,,,,,,
2877,0.02691,,,,,,
2878,0.02449,,,,,,
2879,0.01762,,,,,,
2880,0.01497,,,,,,
2881,0.01733,,,,,,
2882,0.02432,,,,,,
2883,0.02484,,,,,,
2884,0.02324,,,,,,
2885,0.02432,,,,,,
2886,0.02568,,,,,,
2887,0.03054,,,,,,
2888,0.02521,,,,,,
2889,0.02592,,,,,,
2890,0.02377,,,,,,
2891,0.01725,,,,,,
2892,0.01725,,,,,,
2893,0.02325,,,,,,
2894,0.02505,,,,,,
2895,0.02681,,,,,,
2896,0.02567,,,,,,
2897,0.02733,,,,,,
2898,0.02702,,,,,,
2899,0.02748,,,,,,
2900,0.02771,,,,,,
2901,0.02715,,,,,,
2902,0.02674,,,,,,
2903,0.02558,,,,,,
2904,0.0257,,,,,,
2905,0.02505,,,,,,
2906,0.02764,,,,,,
2907,0.0271,,,,,,
2908,0.04035,,,,,,
2909,0.02733,,,,,,
2910,0.02779,,,,,,
2911,0.03014,,,,,,
2912,0.02682,,,,,,
2913,0.02594,,,,,,
2914,0.02483,,,,,,
2915,0.02308,,,,,,
2916,0.02325,,,,,,
2917,0.02557,,,,,,
2918,0.02694,,,,,,
2919,0.02744,,,,,,
2920,0.02838,,,,,,
2921,0.02844,,,,,,
2922,0.02676,,,,,,
2923,0.02587,,,,,,
2924,0.02743,,,,,,
2925,0.02793,,,,,,
2926,0.03127,,,,,,
2927,0.02722,,,,,,
2928,0.02616,,,,,,
2929,0.02573,,,,,,
2930,0.02623,,,,,,
2931,0.02638,,,,,,
2932,0.02718,,,,,,
2933,0.02711,,,,,,
2934,0.02774,,,,,,
2935,0.0287,,,,,,
2936,0.02818,,,,,,
2937,0.02673,,,,,,
2938,0.02702,,,,,,
2939,0.02615,,,,,,
2940,0.02521,,,,,,
2941,0.02569,,,,,,
2942,0.02702,,,,,,
2943,0.02702,,,,,,
2944,0.02694,,,,,,
2945,0.02662,,,,,,
2946,0.02845,,,,,,
2947,0.02915,,,,,,
2948,0.03822,,,,,,
2949,0.03646,,,,,,
2950,0.03373,,,,,,
2951,0.02786,,,,,,
2952,0.0279,,,,,,
2953,0.02787,,,,,,
2954,0.0265,,,,,,
2955,0.02616,,,,,,
2956,0.02615,,,,,,
2957,0.02815,,,,,,
2958,0.02761,,,,,,
2959,0.02844,,,,,,
2960,0.02682,,,,,,
2961,0.02638,,,,,,
2962,0.02664,,,,,,
2963,0.02701,,,,,,
2964,0.02694,,,,,,
2965,0.02786,,,,,,
2966,0.02828,,,,,,
2967,0.02758,,,,,,
2968,0.03175,,,,,,
2969,0.02852,,,,,,
2970,0.02723,,,,,,
2971,0.02821,,,,,,
2972,0.03128,,,,,,
2973,0.02821,,,,,,
2974,0.02757,,,,,,
2975,0.02724,,,,,,
2976,0.02682,,,,,,
2977,0.02606,,,,,,
2978,0.02598,,,,,,
2979,0.02598,,,,,,
2980,0.02562,,,,,,
2981,0.02598,,,,,,
2982,0.02623,,,,,,
2983,0.02702,,,,,,
2984,0.02657,,,,,,
2985,0.02693,,,,,,
2986,0.02569,,,,,,
2987,0.02378,,,,,,
2988,0.02127,,,,,,
2989,0.02162,,,,,,
2990,0.02313,,,,,,
2991,0.02325,,,,,,
2992,0.02484,,,,,,
2993,0.02567,,,,,,
2994,0.02607,,,,,,
2995,0.02616,,,,,,
2996,0.02616,,,,,,
2997,0.02638,,,,,,
2998,0.02503,,,,,,
2999,0.02413,,,,,,
3000,0.02437,,,,,,
3001,0.02433,,,,,,
3002,0.02375,,,,,,
3003,0.023,,,,,,
3004,0.0217,,,,,,
3005,0.02285,,,,,,
3006,0.02414,,,,,,
3007,0.02505,,,,,,
3008,0.02484,,,,,,
3009,0.02375,,,,,,
3010,0.02325,,,,,,
3011,0.02075,,,,,,
3012,0.01825,,,,,,
3013,0.01543,,,,,,
3014,0.01733,,,,,,
3015,0.01895,,,,,,
3016,0.01893,,,,,,
3017,0.01882,,,,,,
3018,0.01824,,,,,,
3019,0.02035,,,,,,
3020,0.01996,,,,,,
3021,0.02535,,,,,,
3022,0.01897,,,,,,
3023,0.01804,,,,,,
3024,0.01647,,,,,,
3025,0.01592,,,,,,
3026,0.00011,,,,,,
3027,0.00011,,,,,,
3028,0.00011,,,,,,
3029,0.0001,,,,,,
3030,0.01521,,,,,,
3031,0.02308,,,,,,
3032,0.01705,,,,,,
3033,0.01793,,,,,,
3034,0.02441,,,,,,
3035,0.02283,,,,,,
3036,0.02428,,,,,,
3037,0.02562,,,,,,
3038,0.02615,,,,,,
3039,0.02702,,,,,,
3040,0.02696,,,,,,
3041,0.02813,,,,,,
3042,0.02826,,,,,,
3043,0.02873,,,,,,
3044,0.05206,,,,,,
3045,0.02946,,,,,,
3046,0.02829,,,,,,
3047,0.02689,,,,,,
3048,0.02616,,,,,,
3049,0.02483,,,,,,
3050,0.02301,,,,,,
3051,0.02273,,,,,,
3052,0.02273,,,,,,
3053,0.02273,,,,,,
3054,0.02338,,,,,,
3055,0.02424,,,,,,
3056,0.01795,,,,,,
3057,0.01803,,,,,,
3058,0.01784,,,,,,
3059,0.01755,,,,,,
3060,0.01627,,,,,,
3061,0.01654,,,,,,
3062,0.01658,,,,,,
3063,0.01664,,,,,,
3064,0.01701,,,,,,
3065,0.02308,,,,,,
3066,0.02389,,,,,,
3067,0.02562,,,,,,
